"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Traitement","Traitement","","","",0,*,"","","","null {[]} {[]}
","Traitement","Modèle logique métier de l'entrée Traitement","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Traitement.identifiant","Traitement.identifiant","","","",1,*,"","","","Identifier {[]} {[]}
","Identifiant de l'entrée. L'entrée Traitement doit être identifiée de manière unique","Identifiant de l'entrée. L'entrée Traitement doit être identifiée de manière unique","","","","","","","","","",,,,,"",,,,"Traitement.identifiant",1,*,"",""
"Traitement.code","Traitement.code","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Acte ou situation","Acte ou situation","","","","","","","","","",,,,,"",,,,"Traitement.code",0,1,"",""
"Traitement.note","Traitement.note","","","",1,1,"","","","Narrative {[]} {[]}
","Partie narrative de l’entrée","Partie narrative de l’entrée","","","","","","","","","",,,,,"",,,,"Traitement.note",1,1,"",""
"Traitement.status","Traitement.status","","","",1,1,"","","","code {[]} {[]}
","Statut de l’entrée","Statut de l’entrée","","","","","","","","","",,,,,"",,,,"Traitement.status",1,1,"",""
"Traitement.occurancePeriod","Traitement.occurancePeriod","","","",0,1,"","","","dateTime {[]} {[]}
","Durée du traitement","Durée du traitement","","","","","","","","","",,,,,"",,,,"Traitement.occurancePeriod",0,1,"",""
"Traitement.occuranceDateTim","Traitement.occuranceDateTim","","","",0,1,"","","","Period {[]} {[]}
","Fréquence d'administration","Fréquence d'administration","","","","","","","","","",,,,,"",,,,"Traitement.occuranceDateTim",0,1,"",""
"Traitement.dosage","Traitement.dosage","","","",0,1,"","","","Base {[]} {[]}
","Dosage","Dosage","","","","","","","","","",,"","SNOMED CT (2.16.840.1.113883.6.96)","","",,,,"Traitement.dosage",0,1,"",""
"Traitement.dosage.route","Traitement.dosage.route","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Voie d'administration","Voie d'administration","","","","","","","","","",,,,,"",,,,"Traitement.dosage.route",0,1,"",""
"Traitement.dosage.site","Traitement.dosage.site","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Région anatomique d'administration","Région anatomique d'administration","","","","","","","","","",,,,,"",,,,"Traitement.dosage.site",0,*,"",""
"Traitement.dosage.dose","Traitement.dosage.dose","","","",0,1,"","","","Quantity {[]} {[]}
","Dose à administrer","Dose à administrer","","","","","","","","","",,,,,"",,,,"Traitement.dosage.dose",0,1,"",""
"Traitement.dosage.rate[x]","Traitement.dosage.rate[x]","","","",0,1,"","","","Ratio {[]} {[]}
Quantity {[]} {[]}","Rythme d'administration","Rythme d'administration","","","","","","","","","",,,,,"",,,,"Traitement.dosage.rate[x]",0,1,"",""
"Traitement.medicament","Traitement.medicament","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/ProduitSante {[]} {[]}
","Médicament","Médicament","","","","","","","","","",,,,,"",,,,"Traitement.medicament",1,1,"",""
"Traitement.reason","Traitement.reason","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/ReferenceInterne {[]} {[]}
","Motif du traitement","Motif du traitement","","","","","","","","","",,,,,"",,,,"Traitement.reason",0,*,"",""
"Traitement.prescription","Traitement.prescription","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/PrescriptionEntry {[]} {[]}
","Prescription","Prescription","","","","","","","","","",,,,,"",,,,"Traitement.prescription",0,*,"",""
"Traitement.subordinateTreatment","Traitement.subordinateTreatment","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/TraitementSubordonne {[]} {[]}
","Traitement subordonné","Traitement subordonné","","","","","","","","","",,,,,"",,,,"Traitement.subordinateTreatment",0,*,"",""
"Traitement.instructionsPatient","Traitement.instructionsPatient","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/InstructionsPatient {[]} {[]}
","Instruction au patient","Instruction au patient","","","","","","","","","",,,,,"",,,,"Traitement.instructionsPatient",0,1,"",""
"Traitement.precondition","Traitement.precondition","","","",0,1,"","","","Base {[]} {[]}
","Précondition","Précondition","","","","","","","","","",,,,,"",,,,"Traitement.precondition",0,1,"",""
