"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ProduitSante","ProduitSante","","","",0,*,"","","","null {[]} {[]}
","Produit de santé","Modèle logique métier du Produit de santé","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"ProduitSante.medicament","ProduitSante.medicament","","","",1,1,"","","","Base {[]} {[]}
","Médicament","Médicament","","","","","","","","","",,,,,"",,,,"ProduitSante.medicament",1,1,"",""
"ProduitSante.medicament.codeProduit","ProduitSante.medicament.codeProduit","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Code du produit de santé","Code du produit de santé","","","","","","","","","",,,,,"",,,,"ProduitSante.medicament.codeProduit",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ProduitSante.medicament.codeProduit.id","ProduitSante.medicament.codeProduit.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"ProduitSante.medicament.codeProduit.extension","ProduitSante.medicament.codeProduit.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ProduitSante.medicament.codeProduit.coding","ProduitSante.medicament.codeProduit.coding","","","",0,*,"","","Y","Coding {[]} {[]}
","Code defined by a terminology system","A reference to a code defined by a terminology system.","Codes may be defined very casually in enumerations, or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.  Ordering of codings is undefined and SHALL NOT be used to infer meaning. Generally, at most only one of the coding values will be labeled as UserSelected = true.","Allows for alternative encodings within a code system, and translations to other code systems.","","","","","","","",,,,,"",,,,"CodeableConcept.coding",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ProduitSante.medicament.codeProduit.text","ProduitSante.medicament.codeProduit.text","","","",0,1,"","","Y","string {[]} {[]}
","Plain text representation of the concept","A human language representation of the concept as seen/selected/uttered by the user who entered the data and/or which represents the intended meaning of the user.","Very often the text is the same as a displayName of one of the codings.","The codes from the terminologies do not always capture the correct meaning with all the nuances of the human using them, or sometimes there is no appropriate code at all. In these cases, the text is used to capture the full meaning of the source.","","","","","","","",,,,,"",,,,"CodeableConcept.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ProduitSante.medicament.codeProduit.autreCodification","ProduitSante.medicament.codeProduit.autreCodification","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Produit de santé / Autre codification","Produit de santé / Autre codification","","","","","","","","","",,,,,"",,,,"ProduitSante.medicament.codeProduit.autreCodification",0,*,"",""
"ProduitSante.medicament.nomProduit","ProduitSante.medicament.nomProduit","","","",1,1,"","","","Identifier {[]} {[]}
","Nom du produit (contenant aussi le dosage et la forme galénique)","Nom du produit (contenant aussi le dosage et la forme galénique)","","","","","","","","","",,,,,"",,,,"ProduitSante.medicament.nomProduit",1,1,"",""
"ProduitSante.medicament.formeGalenique","ProduitSante.medicament.formeGalenique","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Forme galénique du produit de santé","Forme galénique du produit de santé","","","","","","","","","",,,,,"",,,,"ProduitSante.medicament.formeGalenique",0,1,"",""
"ProduitSante.medicament.numeroLot","ProduitSante.medicament.numeroLot","","","",0,1,"","","","string {[]} {[]}
","Numéro de lot ","Numéro de lot","","","","","","","","","",,,,,"",,,,"ProduitSante.medicament.numeroLot",0,1,"",""
"ProduitSante.medicament.dateExpiration","ProduitSante.medicament.dateExpiration","","","",0,1,"","","","dateTime {[]} {[]}
","Date d'expiration du produit","Date d'expiration du produit","","","","","","","","","",,,,,"",,,,"ProduitSante.medicament.dateExpiration",0,1,"",""
"ProduitSante.medicament.conditionnement","ProduitSante.medicament.conditionnement","","","",0,1,"","","","Base {[]} {[]}
","Conditionnement","Conditionnement","","","","","","","","","",,,,,"",,,,"ProduitSante.medicament.conditionnement",0,1,"",""
"ProduitSante.medicament.equivalentGenerique","ProduitSante.medicament.equivalentGenerique","","","",0,*,"","","","Base {[]} {[]}
","Code de regroupement ATC","Code de regroupement ATC","","","","","","","","","",,,,,"",,,,"ProduitSante.medicament.equivalentGenerique",0,*,"",""
"ProduitSante.medicament.substanceActive","ProduitSante.medicament.substanceActive","","","",0,*,"","","","Base {[]} {[]}
","Substance active","Substance active","","","","","","","","","",,,,,"",,,,"ProduitSante.medicament.substanceActive",0,*,"",""
