"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"FrTraitement","FrTraitement","","","",0,*,"","","","null {[]} {[]}
","Traitement","Entrée Traitement","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"FrTraitement.identifiant","FrTraitement.identifiant","","","",1,*,"","","","Identifier {[]} {[]}
","Identifiant de l'entrée. L'entrée Traitement doit être identifiée de manière unique","Identifiant de l'entrée. L'entrée Traitement doit être identifiée de manière unique","","","","","","","","","",,,,,"",,,,"FrTraitement.identifiant",1,*,"",""
"FrTraitement.code","FrTraitement.code","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Acte ou situation","Acte ou situation","","","","","","","","","",,,,,"",,,,"FrTraitement.code",0,1,"",""
"FrTraitement.note","FrTraitement.note","","","",1,1,"","","","Narrative {[]} {[]}
","Partie narrative de l’entrée","Partie narrative de l’entrée","","","","","","","","","",,,,,"",,,,"FrTraitement.note",1,1,"",""
"FrTraitement.status","FrTraitement.status","","","",1,1,"","","","code {[]} {[]}
","Statut de l’entrée","Statut de l’entrée","","","","","","","","","",,,,,"",,,,"FrTraitement.status",1,1,"",""
"FrTraitement.occurancePeriod","FrTraitement.occurancePeriod","","","",0,1,"","","","dateTime {[]} {[]}
","Durée du traitement","Durée du traitement","","","","","","","","","",,,,,"",,,,"FrTraitement.occurancePeriod",0,1,"",""
"FrTraitement.occuranceDateTim","FrTraitement.occuranceDateTim","","","",0,1,"","","","Period {[]} {[]}
","Fréquence d'administration","Fréquence d'administration","","","","","","","","","",,,,,"",,,,"FrTraitement.occuranceDateTim",0,1,"",""
"FrTraitement.dosage","FrTraitement.dosage","","","",0,1,"","","","Base {[]} {[]}
","Dosage","Dosage","","","","","","","","","",,"","SNOMED CT (2.16.840.1.113883.6.96)","","",,,,"FrTraitement.dosage",0,1,"",""
"FrTraitement.dosage.route","FrTraitement.dosage.route","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Voie d'administration","Voie d'administration","","","","","","","","","",,,,,"",,,,"FrTraitement.dosage.route",0,1,"",""
"FrTraitement.dosage.site","FrTraitement.dosage.site","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Région anatomique d'administration","Région anatomique d'administration","","","","","","","","","",,,,,"",,,,"FrTraitement.dosage.site",0,*,"",""
"FrTraitement.dosage.dose","FrTraitement.dosage.dose","","","",0,1,"","","","Quantity {[]} {[]}
","Dose à administrer","Dose à administrer","","","","","","","","","",,,,,"",,,,"FrTraitement.dosage.dose",0,1,"",""
"FrTraitement.dosage.rate[x]","FrTraitement.dosage.rate[x]","","","",0,1,"","","","Ratio {[]} {[]}
Quantity {[]} {[]}","Rythme d'administration","Rythme d'administration","","","","","","","","","",,,,,"",,,,"FrTraitement.dosage.rate[x]",0,1,"",""
"FrTraitement.medicament","FrTraitement.medicament","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/FrProduitSante {[]} {[]}
","Médicament","Médicament","","","","","","","","","",,,,,"",,,,"FrTraitement.medicament",1,1,"",""
"FrTraitement.reason","FrTraitement.reason","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/FrReferenceInterne {[]} {[]}
","Motif du traitement","Motif du traitement","","","","","","","","","",,,,,"",,,,"FrTraitement.reason",0,*,"",""
"FrTraitement.prescription","FrTraitement.prescription","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/FrPrescriptionEntry {[]} {[]}
","Prescription","Prescription","","","","","","","","","",,,,,"",,,,"FrTraitement.prescription",0,*,"",""
"FrTraitement.subordinateTreatment","FrTraitement.subordinateTreatment","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/FrTraitementSubordonne {[]} {[]}
","Traitement subordonné","Traitement subordonné","","","","","","","","","",,,,,"",,,,"FrTraitement.subordinateTreatment",0,*,"",""
"FrTraitement.instructionsPatient","FrTraitement.instructionsPatient","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/FrInstructionsPatient {[]} {[]}
","Instruction au patient","Instruction au patient","","","","","","","","","",,,,,"",,,,"FrTraitement.instructionsPatient",0,1,"",""
"FrTraitement.precondition","FrTraitement.precondition","","","",0,1,"","","","Base {[]} {[]}
","Précondition","Précondition","","","","","","","","","",,,,,"",,,,"FrTraitement.precondition",0,1,"",""
