"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Vaccination","Vaccination","","","",0,*,"","","","null {[]} {[]}
","Vaccination","Modèle logique métier de l'entrée Vaccination","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Vaccination.identifiant","Vaccination.identifiant","","","",1,1,"","","","Identifier {[]} {[]}
","Identifiant de l’entrée","Identifiant de l’entrée","","","","","","","","","",,,,,"",,,,"Vaccination.identifiant",1,1,"",""
"Vaccination.code","Vaccination.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Type d'acte : vaccination","Type d'acte : vaccination","","","","","","","","","",,,,,"",,,,"Vaccination.code",1,1,"",""
"Vaccination.description","Vaccination.description","","","",1,1,"","","","Narrative {[]} {[]}
","Partie narrative de l’entrée","Partie narrative de l’entrée","","","","","","","","","",,,,,"",,,,"Vaccination.description",1,1,"",""
"Vaccination.statut","Vaccination.statut","","","",1,1,"","","","code {[]} {[]}
","Statut de l’entrée","Statut de l’entrée","","","","","","","","","",,,,,"",,,,"Vaccination.statut",1,1,"",""
"Vaccination.dateVaccination","Vaccination.dateVaccination","","","",1,1,"","","","dateTime {[]} {[]}
","Période de vaccination souhaitable","Période de vaccination souhaitable","","","","","","","","","",,,,,"",,,,"Vaccination.dateVaccination",1,1,"",""
"Vaccination.voieAadministration","Vaccination.voieAadministration","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Voie d’administration","Voie d’administration","","","","","","","","","",,,,,"",,,,"Vaccination.voieAadministration",0,1,"",""
"Vaccination.regionAnatomique","Vaccination.regionAnatomique","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Région anatomique d'administration","Région anatomique d'administration","","","","","","","","","",,"","SNOMED CT (2.16.840.1.113883.6.96)","","",,,,"Vaccination.regionAnatomique",0,*,"",""
"Vaccination.doseVaccination","Vaccination.doseVaccination","","","",0,1,"","","","Quantity {[]} {[]}
","Dose administrée","Dose administrée","","","","","","","","","",,,,,"",,,,"Vaccination.doseVaccination",0,1,"",""
"Vaccination.vaccin","Vaccination.vaccin","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/ProduitSante {[]} {[]}
","Vaccin","Vaccin","","","","","","","","","",,,,,"",,,,"Vaccination.vaccin",1,1,"",""
"Vaccination.prescription","Vaccination.prescription","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/PrescriptionEntry {[]} {[]}
","Référence de la prescription","Référence de la prescription","","","","","","","","","",,,,,"",,,,"Vaccination.prescription",0,1,"",""
"Vaccination.rangVaccination","Vaccination.rangVaccination","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/RangVaccination {[]} {[]}
","Rang de la vaccination","Rang de la vaccination","","","","","","","","","",,,,,"",,,,"Vaccination.rangVaccination",0,1,"",""
"Vaccination.reaction","Vaccination.reaction","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Probleme {[]} {[]}
","Réaction observée suite au vaccin","Réaction observée suite au vaccin","","","","","","","","","",,,,,"",,,,"Vaccination.reaction",0,*,"",""
"Vaccination.commentaire","Vaccination.commentaire","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/CommentaireER {[]} {[]}
","Commentaire","Commentaire","","","","","","","","","",,,,,"",,,,"Vaccination.commentaire",0,1,"",""
"Vaccination.DoseAntigene","Vaccination.DoseAntigene","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/DoseAntigene {[]} {[]}
","Dose d'antigène","Dose d'antigène","","","","","","","","","",,,,,"",,,,"Vaccination.DoseAntigene",0,*,"",""
