"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"AccidentsTransfusionnels","AccidentsTransfusionnels","AccidentsTransfusionnels","","","",0,*,"","","","null {[]} {[]}
","Accident transfusionnel","Modèle logique métier de l'entrée Accident transfusionnel","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"AccidentsTransfusionnels","AccidentsTransfusionnels.identifiant","AccidentsTransfusionnels.identifiant","","","",1,1,"","","","Identifier {[]} {[]}
","Identifiant de l’observation","Identifiant de l’observation","","","","","","","","","",,,,,"",,,,"AccidentsTransfusionnels.identifiant",1,1,"",""
"AccidentsTransfusionnels","AccidentsTransfusionnels.code","AccidentsTransfusionnels.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Code de l’observation","Code de l’observation","","","","","","","","","",,,,,"",,,,"AccidentsTransfusionnels.code",1,1,"",""
"AccidentsTransfusionnels","AccidentsTransfusionnels.description","AccidentsTransfusionnels.description","","","",1,1,"","","","Narrative {[]} {[]}
","Description narrative de l’observation","Description narrative de l’observation","","","","","","","","","",,,,,"",,,,"AccidentsTransfusionnels.description",1,1,"",""
"AccidentsTransfusionnels","AccidentsTransfusionnels.statut","AccidentsTransfusionnels.statut","","","",1,1,"","","","code {[]} {[]}
","Statut de l’observation. Fixé à 'completed'","Statut de l’observation. Fixé à 'completed'","","","","","","","","","",,,,,"",,,,"AccidentsTransfusionnels.statut",1,1,"",""
"AccidentsTransfusionnels","AccidentsTransfusionnels.date","AccidentsTransfusionnels.date","","","",1,1,"","","","dateTime {[]} {[]}
","Date de l’observation","Date de l’observation","","","","","","","","","",,,,,"",,,,"AccidentsTransfusionnels.date",1,1,"",""
"AccidentsTransfusionnels","AccidentsTransfusionnels.valeur","AccidentsTransfusionnels.valeur","","","",1,1,"","","","string {[]} {[]}
","Description sous forme textuelle de l'accident transfusionnel","Description sous forme textuelle de l'accident transfusionnel","","","","","","","","","",,,,,"",,,,"AccidentsTransfusionnels.valeur",1,1,"",""
"AccidentsTransfusionnels","AccidentsTransfusionnels.auteur","AccidentsTransfusionnels.auteur","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Auteur {[]} {[]}
","Auteur","Auteur","","","","","","","","","",,,,,"",,,,"AccidentsTransfusionnels.auteur",0,1,"",""
"Acte","Acte","Acte","","","",0,*,"","","","null {[]} {[]}
","Acte","Modèle logique métier de l'entrée Acte","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Acte","Acte.identifiant","Acte.identifiant","","","",1,*,"","","","Identifier {[]} {[]}
","Identifiant de l'acte","Identifiant de l'acte","","","","","","","","","",,,,,"",,,,"Acte.identifiant",1,*,"",""
