"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"EvaluationComposant","EvaluationComposant","","","",0,*,"","","","null {[]} {[]}
","Evaluation Composant","Modèle logique métier de l'entrée Evaluation Composant","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"EvaluationComposant.identifiant","EvaluationComposant.identifiant","","","",1,1,"","","","Identifier {[]} {[]}
","Identifiant de l'entrée","Identifiant de l'entrée","","","","","","","","","",,,,,"",,,,"EvaluationComposant.identifiant",1,1,"",""
"EvaluationComposant.codeEvaluation","EvaluationComposant.codeEvaluation","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Code de l'évaluation","Code de l'évaluation","","","","","","","","","",,,,,"",,,,"EvaluationComposant.codeEvaluation",1,1,"",""
"EvaluationComposant.description","EvaluationComposant.description","","","",1,1,"","","","Narrative {[]} {[]}
","Description narrative","Description narrative","","","","","","","","","",,,,,"",,,,"EvaluationComposant.description",1,1,"",""
"EvaluationComposant.statut","EvaluationComposant.statut","","","",1,1,"","","","code {[]} {[]}
","Statut de l'entrée","Statut de l'entrée","","","","","","","","","",,,,,"",,,,"EvaluationComposant.statut",1,1,"",""
"EvaluationComposant.horodatage","EvaluationComposant.horodatage","","","",1,1,"","","","dateTime {[]} {[]}
","Horodatage de l'entrée","Horodatage de l'entrée","","","","","","","","","",,,,,"",,,,"EvaluationComposant.horodatage",1,1,"",""
"EvaluationComposant.resultat","EvaluationComposant.resultat","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Résultat de l'évaluation","Résultat de l'évaluation","","","","","","","","","",,,,,"",,,,"EvaluationComposant.resultat",1,1,"",""
"EvaluationComposant.interpretation","EvaluationComposant.interpretation","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Interprétation","Interprétation","","","","","","","","","",,,,,"",,,,"EvaluationComposant.interpretation",0,1,"",""
"EvaluationComposant.composantEvaluation","EvaluationComposant.composantEvaluation","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/EvaluationComposantN2 {[]} {[]}
","Sous-composant de l'évaluation","Sous-composant de l'évaluation","","","","","","","","","",,,,,"",,,,"EvaluationComposant.composantEvaluation",0,*,"",""
"EvaluationComposant.commentaire","EvaluationComposant.commentaire","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/CommentaireER {[]} {[]}
","Commentaire","Commentaire","","","","","","","","","",,,,,"",,,,"EvaluationComposant.commentaire",0,*,"",""
