"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ModeleMetierEntete","ModeleMetierEntete","","","",0,*,"","","","null {[]} {[]}
","Modèle logique métier de l'en-tête","Eléments de l'entête d'un document contenant les informations générales et nécessaires à la gestion du document (identification et type du document, patient/usager, auteur, évènement documenté, etc...).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"ModeleMetierEntete.EnteteDocument","ModeleMetierEntete.EnteteDocument","","","",1,1,"","","","BackboneElement {[]} {[]}
","En-tête du document","En-tête du document","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.EnteteDocument",1,1,"",""
"ModeleMetierEntete.identifiantUniqueDocument","ModeleMetierEntete.identifiantUniqueDocument","","","",1,1,"","","","Identifier {[]} {[]}
","Identifiant unique du document.","Identifiant unique du document.","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.identifiantUniqueDocument",1,1,"",""
"ModeleMetierEntete.modeleDocument","ModeleMetierEntete.modeleDocument","","","",1,1,"","","","Identifier {[]} {[]}
","Modèle du document et version du modèle.","Modèle du document et version du modèle.","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.modeleDocument",1,1,"",""
"ModeleMetierEntete.typeDocument","ModeleMetierEntete.typeDocument","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Type de document.","Type de document.","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.typeDocument",1,1,"",""
"ModeleMetierEntete.titreDocument","ModeleMetierEntete.titreDocument","","","",1,1,"","","","string {[]} {[]}
","Titre du document.","Titre du document.","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.titreDocument",1,1,"",""
"ModeleMetierEntete.dateDeCreationDocument","ModeleMetierEntete.dateDeCreationDocument","","","",1,1,"","","","dateTime {[]} {[]}
","Date de création du document.","Date de création du document.","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.dateDeCreationDocument",1,1,"",""
"ModeleMetierEntete.niveauConfidentialiteDocument","ModeleMetierEntete.niveauConfidentialiteDocument","","","",1,1,"","","","code {[]} {[]}
","Niveau de confidentialité du document.","Niveau de confidentialité du document.","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.niveauConfidentialiteDocument",1,1,"",""
"ModeleMetierEntete.languePrincipaleDocument","ModeleMetierEntete.languePrincipaleDocument","","","",1,1,"","","","code {[]} {[]}
","Langue principale du document.","Langue principale du document.","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.languePrincipaleDocument",1,1,"",""
"ModeleMetierEntete.identifiantLotDeVersionsDocument","ModeleMetierEntete.identifiantLotDeVersionsDocument","","","",1,1,"","","","Identifier {[]} {[]}
","Identifiant du lot de versions du même document.","Identifiant du lot de versions du même document.","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.identifiantLotDeVersionsDocument",1,1,"",""
"ModeleMetierEntete.versionDocument","ModeleMetierEntete.versionDocument","","","",1,1,"","","","string {[]} {[]}
","Numéro de version du document.","Numéro de version du document.","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.versionDocument",1,1,"",""
"ModeleMetierEntete.statutDocument","ModeleMetierEntete.statutDocument","","","",1,1,"","","","code {[]} {[]}
","Statut du document.","Statut du document.","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.statutDocument",1,1,"",""
"ModeleMetierEntete.patient","ModeleMetierEntete.patient","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Patient {[]} {[]}
","Patient / Usager.","Patient / Usager.","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.patient",1,1,"",""
"ModeleMetierEntete.auteur","ModeleMetierEntete.auteur","","","",1,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Auteur {[]} {[]}
","Auteur du document.","Auteur du document.","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.auteur",1,*,"",""
"ModeleMetierEntete.operateurSaisie","ModeleMetierEntete.operateurSaisie","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/OperateurSaisie {[]} {[]}
","Opérateur de saisie.","Opérateur de saisie.","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.operateurSaisie",0,1,"",""
"ModeleMetierEntete.informateur","ModeleMetierEntete.informateur","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Informateur {[]} {[]}
","Informateur ayant fourni des informations utiles à la production du document.","Informateur ayant fourni des informations utiles à la production du document.","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.informateur",0,*,"",""
"ModeleMetierEntete.structureConservation","ModeleMetierEntete.structureConservation","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/StructureConservation {[]} {[]}
","Structure chargée de la conservation du document.","Structure chargée de la conservation du document.","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.structureConservation",1,1,"",""
"ModeleMetierEntete.destinataire","ModeleMetierEntete.destinataire","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/DestinatairePrevu {[]} {[]}
","Destinataire prévu du document.","Destinataire prévu du document.","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.destinataire",0,*,"",""
"ModeleMetierEntete.responsable","ModeleMetierEntete.responsable","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Responsable {[]} {[]}
","Responsable du document.","Responsable du document.","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.responsable",1,1,"",""
"ModeleMetierEntete.validateur","ModeleMetierEntete.validateur","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Validateur {[]} {[]}
","Professionnel attestant la validité du contenu du document.","Professionnel attestant la validité du contenu du document.","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.validateur",0,*,"",""
"ModeleMetierEntete.participant","ModeleMetierEntete.participant","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Participant {[]} {[]}
","Participant, différent de l'auteur, du responsable, de l'opérateur de saisie, de l'informateur ou du destinataire.","Participant, différent de l'auteur, du responsable, de l'opérateur de saisie, de l'informateur ou du destinataire.","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.participant",0,*,"",""
"ModeleMetierEntete.prescription","ModeleMetierEntete.prescription","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Prescription {[]} {[]}
","Association du document à une prescription.","Association du document à une prescription.","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.prescription",0,*,"",""
"ModeleMetierEntete.evenement","ModeleMetierEntete.evenement","","","",1,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Evenement {[]} {[]}
","Evènement documenté et notamment le cadre d'exercice.","Evènement documenté et notamment le cadre d'exercice.","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.evenement",1,*,"",""
"ModeleMetierEntete.documentDeReference","ModeleMetierEntete.documentDeReference","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/DocumentDeReference {[]} {[]}
","Document de référence (à remplacer, transformé, …).","Document de référence (à remplacer, transformé, …).","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.documentDeReference",0,1,"",""
"ModeleMetierEntete.consentementAssocie","ModeleMetierEntete.consentementAssocie","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Consentement {[]} {[]}
","Consentement associé au document.","Consentement associé au document.","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.consentementAssocie",0,*,"",""
"ModeleMetierEntete.priseEncharge","ModeleMetierEntete.priseEncharge","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/PriseEncharge {[]} {[]}
","Association du document à une prise en charge.","Association du document à une prise en charge.","","","","","","","","","",,,,,"",,,,"ModeleMetierEntete.priseEncharge",1,1,"",""
