URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-actor-type,0.1.0,draft,,FrValueSetActorType,ValueSet - Types d'acteurs,"Jeu de valeurs pour les types d'acteurs.",,"THO (V3)"
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-body-site,0.1.0,draft,,FrValueSetBodySite,Body Site SNOMED CT,"ValueSet pour les localisations anatomiques",,"SCT"
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-doc-vs-code-produit,0.1.0,draft,,FrValueSetCodeProduit,Fr ValueSet Codes ATC ou CIS pour les vaccins,"Ce jeu de valeurs contient les systèmes ATC et CIS (ANSM) utilisés pour coder les vaccins.",,"Other"
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-doc-vs-medication-administration-category,0.1.0,draft,,FrValueSetMedicationAdministrationCategory,Fr ValueSet Catégories de médicament (actes ou absence),"Combinaison des JDVs pour acte ou situation et absence de médicament",,
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-doc-vs-participation-type,0.1.0,draft,,FRValueSetParticipationType,FR ValueSet Participation Type,"Type de participation : destinataire",,"THO (V3)"
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-doc-vs-role-prise-charge,0.1.0,draft,,FRValueSetRolePriseCharge,Fr ValueSet RolePriseCharge,"Pour les professions 41 (Assistant de service social) et 99 (Acteur caractérisé par son rôle).",,"ans.fr.nos"
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-doc-vs-savoir-faire-profession-chirurgien-dentiste,0.1.0,draft,,FRValueSetSavoirFaireProfessionChirurgienDentiste,Fr ValueSet Savoir-faire Profession Chirurgien-Dentiste,"Savoir-faire pour la profession 40 (Chirurgien-Dentiste)",,"ans.fr.nos"
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-doc-vs-savoir-faire-profession-infirmier,0.1.0,draft,,FRValueSetSavoirFaireProfessionInfirmier,Fr ValueSet Savoir-faire Profession Infirmier,"Savoir-faire pour la profession 60 (Infirmier)",,"ans.fr.nos"
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-doc-vs-savoir-faire-profession-pharmacien,0.1.0,draft,,FRValueSetSavoirFaireProfessionPharmacien,Fr ValueSet Savoir-faire Profession Pharmacien,"Savoir-faire pour la profession 21 (Pharmacien)",,"ans.fr.nos"
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-doc-vs-type-resultat,0.1.0,draft,,FrValueSetTypeResultat,Fr ValueSet Type Resultat,"ValueSet contenant les codes LOINC autorisés pour les types de résultats",,"LOINC"
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-doc-vs-type-savoir-faire-profession-chirurgien-dentiste,0.1.0,draft,,FRValueSetTypeSavoirFaireProfessionChirurgienDentiste,Fr ValueSet Type Savoir-faire Profession Chirurgien-Dentiste,"Type Savoir-faire pour la profession 40 (Chirurgien-Dentiste)",,"ans.fr.nos"
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-doc-vs-type-savoir-faire-profession-infirmier,0.1.0,draft,,FRValueSetTypeSavoirFaireProfessionInfirmier,Fr ValueSet Type Savoir-faire Profession Infirmier,"Type Savoir-faire pour la profession 60 (Infirmier)",,"ans.fr.nos"
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-doc-vs-type-savoir-faire-profession-medecin,0.1.0,draft,,FRValueSetTypeSavoirFaireProfessionMedecin,Fr ValueSet Type Savoir-faire Profession Medecin,"Type Savoir-faire pour la profession 10 (Médecin)",,"ans.fr.nos"
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-doc-vs-type-savoir-faire-profession-pharmacien,0.1.0,draft,,FRValueSetTypeSavoirFaireProfessionPharmacien,Fr ValueSet Type Savoir-faire Profession Pharmacien,"Type Savoir-faire pour la profession 21 (Pharmacien)",,"ans.fr.nos"
