"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"CorpsDocument","CorpsDocument","","","",0,*,"","","","null {[]} {[]}
","* Modèle logique métier du corps","Eléments métier du corps d'un document","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"CorpsDocument.acteImagerie","CorpsDocument.acteImagerie","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/FrActeImagerie {[]} {[]}
","Section Acte d'imagerie","Section Acte d'imagerie","","","","","","","","","",,,,,"",,,,"CorpsDocument.acteImagerie",0,*,"",""
"CorpsDocument.addendum","CorpsDocument.addendum","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/FrAddendum {[]} {[]}
","Section Addendum","Section Addendum","","","","","","","","","",,,,,"",,,,"CorpsDocument.addendum",0,*,"",""
"CorpsDocument.comparaisonExamensImagerie","CorpsDocument.comparaisonExamensImagerie","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/FrComparaisonExamensImagerie {[]} {[]}
","Section Examen comparatif","Section Examen comparatif","","","","","","","","","",,,,,"",,,,"CorpsDocument.comparaisonExamensImagerie",0,*,"",""
"CorpsDocument.conclusions","CorpsDocument.conclusions","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/FrConclusionExamenImagerie {[]} {[]}
","Section Conclusions","Section Conclusions","","","","","","","","","",,,,,"",,,,"CorpsDocument.conclusions",0,*,"",""
"CorpsDocument.demandeExamenImagerie","CorpsDocument.demandeExamenImagerie","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/FrDemandeExamenImagerie {[]} {[]}
","Section Demande d'examen","Section Demande d'examen","","","","","","","","","",,,,,"",,,,"CorpsDocument.demandeExamenImagerie",0,*,"",""
"CorpsDocument.dispositifsMedicaux","CorpsDocument.dispositifsMedicaux","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/FrDispositifsMedicaux {[]} {[]}
","Section Dispositifs medicaux","Section Dispositifs medicaux","","","","","","","","","",,,,,"",,,,"CorpsDocument.dispositifsMedicaux",0,*,"",""
"CorpsDocument.documentsAjoutes","CorpsDocument.documentsAjoutes","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/FrDocumentsAjoutes {[]} {[]}
","Section Documents ajoutés","Section Documents ajoutés","","","","","","","","","",,,,,"",,,,"CorpsDocument.documentsAjoutes",0,*,"",""
"CorpsDocument.educationPatient","CorpsDocument.educationPatient","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/FrEducationPatient {[]} {[]}
","Section Education du patient","Section Education du patient","","","","","","","","","",,,,,"",,,,"CorpsDocument.educationPatient",0,*,"",""
"CorpsDocument.expositionRadiations","CorpsDocument.expositionRadiations","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/FrExpositionRadiations {[]} {[]}
","Section Exposition aux radiations","Section Exposition aux radiations","","","","","","","","","",,,,,"",,,,"CorpsDocument.expositionRadiations",0,*,"",""
"CorpsDocument.informationsCliniques","CorpsDocument.informationsCliniques","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/FrInformationsCliniques {[]} {[]}
","Section Informations cliniques","Section Informations cliniques","","","","","","","","","",,,,,"",,,,"CorpsDocument.informationsCliniques",0,*,"",""
"CorpsDocument.objectCatalog","CorpsDocument.objectCatalog","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/FrObjectCatalog {[]} {[]}
","Section  Object catalog","Section  Object catalog","","","","","","","","","",,,,,"",,,,"CorpsDocument.objectCatalog",0,*,"",""
"CorpsDocument.resultatsExamenImagerie","CorpsDocument.resultatsExamenImagerie","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/FrResultatsExamenImagerie {[]} {[]}
","Section Résultats d'examen d'imagerie","Section Résultats d'examen d'imagerie","","","","","","","","","",,,,,"",,,,"CorpsDocument.resultatsExamenImagerie",0,*,"",""
"CorpsDocument.resultatsExamensNonCode","CorpsDocument.resultatsExamensNonCode","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/FrResultatsExamensNonCode {[]} {[]}
","Section Resultats d'examens (non Codée)","Section Resultats d'examens (non Codée)","","","","","","","","","",,,,,"",,,,"CorpsDocument.resultatsExamensNonCode",0,*,"",""
