"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"FrAdministrationProduitDeSante","FrAdministrationProduitDeSante","","","",0,*,"","","","null {[]} {[]}
","Administration produit de sante","Entrée Administration produit de sante","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"FrAdministrationProduitDeSante.identifiant","FrAdministrationProduitDeSante.identifiant","","","",1,1,"","","","Identifier {[]} {[]}
","Identifiant de l'entrée","Identifiant de l'entrée","","","","","","","","","",,,,,"",,,,"FrAdministrationProduitDeSante.identifiant",1,1,"",""
"FrAdministrationProduitDeSante.description","FrAdministrationProduitDeSante.description","","","",0,1,"","","","Narrative {[]} {[]}
","Partie narrative de l'entrée","Partie narrative de l'entrée","","","","","","","","","",,,,,"",,,,"FrAdministrationProduitDeSante.description",0,1,"",""
"FrAdministrationProduitDeSante.statut","FrAdministrationProduitDeSante.statut","","","",1,1,"","","","code {[]} {[]}
","Statut de l'entrée","Statut de l'entrée","","","","","","","","","",,,,,"",,,,"FrAdministrationProduitDeSante.statut",1,1,"",""
"FrAdministrationProduitDeSante.voieAdministration","FrAdministrationProduitDeSante.voieAdministration","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Voie d'administration","Voie d'administration","","","","","","","","","",,"","EDQM (0.4.0.127.0.16.1.1.2.1)","","",,,,"FrAdministrationProduitDeSante.voieAdministration",0,1,"",""
"FrAdministrationProduitDeSante.dose","FrAdministrationProduitDeSante.dose","","","",0,1,"","","","Quantity {[]} {[]}
","Dose à administrer","Dose à administrer","","","","","","","","","",,,,,"",,,,"FrAdministrationProduitDeSante.dose",0,1,"",""
"FrAdministrationProduitDeSante.rythme","FrAdministrationProduitDeSante.rythme","","","",0,1,"","","","Range {[]} {[]}
","Rythme d'administration","Rythme d'administration","","","","","","","","","",,,,,"",,,,"FrAdministrationProduitDeSante.rythme",0,1,"",""
"FrAdministrationProduitDeSante.medicament","FrAdministrationProduitDeSante.medicament","","","",1,1,"","","","Base {[]} {[]}
","Médicament","Médicament","","","","","","","","","",,,,,"",,,,"FrAdministrationProduitDeSante.medicament",1,1,"",""
"FrAdministrationProduitDeSante.medicament.produit","FrAdministrationProduitDeSante.medicament.produit","","","",1,1,"","","","Base {[]} {[]}
","Produit de santé","Produit de santé","","","","","","","","","",,,,,"",,,,"FrAdministrationProduitDeSante.medicament.produit",1,1,"",""
"FrAdministrationProduitDeSante.medicament.produit.codeProduit","FrAdministrationProduitDeSante.medicament.produit.codeProduit","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Code du produit","Code du produit","","","","","","","","","",,"","UCD (1.2.250.1.213.2.61) + code ATC","","",,,,"FrAdministrationProduitDeSante.medicament.produit.codeProduit",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
